target,identified,v_limits,e_v_center,Lya_v,Lya_W,e_Lya_W,Na,e_Na,b,e_b,W,e_W,comment,z_target,RAdeg_target,DEdeg_target,type,glon,glat,z,program PI,program #,obsid,"SN(N=1238,C=1548,O=1031)",calver,nightonly,IGMPARS,FPN
RBS567,Lya,"559, 675",2,613,87,17,1.82E+13,3.73E+12,39.4,3.1,65.5,5.1,hard to fit continuum,0.243,,,QSO,261.22,-40.93,0.243,Green,11520,LB4R08-09,"SN=N:20.9,C:12.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS567,Lya,"1542, 1776",1,1664,517,10,2.21E+14,1.14E+13,55.5,2.1,92.4,3.6,,0.243,,,QSO,261.22,-40.93,0.243,Green,11520,LB4R08-09,"SN=N:20.9,C:12.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS567,Lya,"3904, 3996",1,3947,93,8,2.01E+13,2.00E+12,32.7,1.8,54.4,3,,0.243,,,QSO,261.22,-40.93,0.243,Green,11520,LB4R08-09,"SN=N:20.9,C:12.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS567,Lya,"4284, 4366",1,4332,50,8,1.02E+13,1.76E+12,33.2,2.3,55.2,3.8,weak,0.243,,,QSO,261.22,-40.93,0.243,Green,11520,LB4R08-09,"SN=N:20.9,C:12.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS567,Lya,"5192, 5312",1,5259,134,9,3.00E+13,2.33E+12,40,1.9,66.7,3.1,could be 2 blended?,0.243,,,QSO,261.22,-40.93,0.243,Green,11520,LB4R08-09,"SN=N:20.9,C:12.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS567,Lya,"6339, 6393",1,6370,35,6,7.16E+12,1.39E+12,17.9,2.9,29.8,4.9,weak,0.243,,,QSO,261.22,-40.93,0.243,Green,11520,LB4R08-09,"SN=N:20.9,C:12.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS567,Lya,"8029, 8057",10,8033,13,5,2.68E+12,9.73E+11,8.1,4.1,13.5,6.8,super weak,0.243,,,QSO,261.22,-40.93,0.243,Green,11520,LB4R08-09,"SN=N:20.9,C:12.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS567,Lya,"9087, 9151",1,9119,32,7,6.44E+12,1.46E+12,27.8,2.3,46.3,3.9,super weak,0.243,,,QSO,261.22,-40.93,0.243,Green,11520,LB4R08-09,"SN=N:20.9,C:12.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ142859.10+322507.0,Lya,"1934, 2050",3,1994,78,11,1.60E+13,2.45E+12,40.9,2.9,68.1,4.9,,0.6272,,,QSO,52.89,68.23,0.62717,Borthakur,13314,LC9M03,SN=N:20.7,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ142859.10+322507.0,Lya,"3334, 3516",1,3423,363,11,1.30E+14,6.44E+12,42.7,2.6,71.1,4.4,,0.6272,,,QSO,52.89,68.23,0.62717,Borthakur,13314,LC9M03,SN=N:20.7,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ142859.10+322507.0,Lya,"4042, 4184",1,4126,260,10,7.37E+13,3.58E+12,43.3,4.6,72.1,7.6,blended with Lya@4220,0.6272,,,QSO,52.89,68.23,0.62717,Borthakur,13314,LC9M03,SN=N:20.7,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ142859.10+322507.0,Lya,"4184, 4320",1,4220,302,9,1.01E+14,4.74E+12,40.1,2.6,66.7,4.4,blended with Lya@4126,0.6272,,,QSO,52.89,68.23,0.62717,Borthakur,13314,LC9M03,SN=N:20.7,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ142859.10+322507.0,Lya,"6208, 6284",1,6242,67,8,1.46E+13,1.83E+12,23.9,2.7,39.7,4.4,,0.6272,,,QSO,52.89,68.23,0.62717,Borthakur,13314,LC9M03,SN=N:20.7,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
PG0923+201,Lya,"2418, 2548",6,2512,245,11,6.18E+13,3.90E+12,49.2,1.6,81.9,2.6,"blended with weird feature, don't believe OVI@53801?",0.19,,,QSO,210.18,42.65,0.19,Veilleux,12569,LBP406,SN=N:20.0,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG0923+201,Lya,"4145, 4393",1,4244,387,13,1.10E+14,4.76E+12,64.2,3.2,106.9,5.4,,0.19,,,QSO,210.18,42.65,0.19,Veilleux,12569,LBP406,SN=N:20.0,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG0923+201,Lya,"5854, 6140",1,6018,289,14,6.89E+13,3.69E+12,75.2,5.6,125.2,9.3,,0.19,,,QSO,210.18,42.65,0.19,Veilleux,12569,LBP406,SN=N:20.0,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
TON488,Lya,"1278, 1474",1,1371,454,13,1.81E+14,1.27E+13,51,2.3,84.9,3.9,a little blended,0.2564,,,QSO,198.43,54.63,0.25643,Green,12025,LBG810-11,"SN=N:18.9,C:18.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
TON488,Lya,"4021, 4099",1,4076,39,8,7.71E+12,1.75E+12,29.2,6,48.7,9.9,very weak,0.2564,,,QSO,198.43,54.63,0.25643,Green,12025,LBG810-11,"SN=N:18.9,C:18.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
TON488,Lya,"4755, 4829",1,4788,39,8,7.81E+12,1.70E+12,30.4,2.2,50.6,3.7,very weak,0.2564,,,QSO,198.43,54.63,0.25643,Green,12025,LBG810-11,"SN=N:18.9,C:18.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
TON488,Lya,"4994, 5078",1,5013,128,7,3.49E+13,2.36E+12,25.6,3.2,42.6,5.4,blended,0.2564,,,QSO,198.43,54.63,0.25643,Green,12025,LBG810-11,"SN=N:18.9,C:18.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
TON488,Lya,"5587, 5691",1,5640,39,9,7.60E+12,1.90E+12,37,3,61.6,5,weak,0.2564,,,QSO,198.43,54.63,0.25643,Green,12025,LBG810-11,"SN=N:18.9,C:18.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
TON488,Lya,"5708, 5758",1,5729,34,6,6.94E+12,1.38E+12,16,2.2,26.7,3.7,,0.2564,,,QSO,198.43,54.63,0.25643,Green,12025,LBG810-11,"SN=N:18.9,C:18.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
RX_J0714.5+7408,Maybe,"1319, 1369",4,1339,20,8,3.94E+12,1.65E+12,18.9,4.9,31.5,8.2,"super weak, not labeled",0.371,,,QSO,140.8,27.59,0.371,Wakker,12275,LBH402,SN=N:17.6,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
RX_J0714.5+7408,Lya,"2596, 2712",3,2650,94,9,1.97E+13,2.14E+12,40,1.7,66.6,2.8,,0.371,,,QSO,140.8,27.59,0.371,Wakker,12275,LBH402,SN=N:17.6,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
RX_J0714.5+7408,Lya,"4007, 4151",4,4074,84,10,1.69E+13,2.18E+12,49.1,2.7,81.8,4.6,,0.371,,,QSO,140.8,27.59,0.371,Wakker,12275,LBH402,SN=N:17.6,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
RX_J0714.5+7408,Lya,"4152, 4372",1,4264,420,10,1.72E+14,7.55E+12,46.6,2.7,77.6,4.6,,0.371,,,QSO,140.8,27.59,0.371,Wakker,12275,LBH402,SN=N:17.6,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
RX_J0714.5+7408,Lya,"5241, 5375",1,5317,55,10,1.08E+13,2.07E+12,54.2,5.7,90.2,9.5,very weak,0.371,,,QSO,140.8,27.59,0.371,Wakker,12275,LBH402,SN=N:17.6,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
RX_J0714.5+7408,Lya,"9519, 9583",1,9558,25,6,4.77E+12,1.29E+12,26.8,1.7,44.6,2.9,weak,0.371,,,QSO,140.8,27.59,0.371,Wakker,12275,LBH402,SN=N:17.6,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
RBS2070,Lya,"8748, 8952",1,8922,357,11,1.84E+14,2.08E+13,51,4.9,84.9,8.2,"totally blended, saturated",0.1654,,,BLLac,12.84,-78.04,0.16539,Fang,12864,LC0F01-02,"SN=N:17.3,O:1.6",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
RBS2070,Lya,"8952, 9160",10,8966,482,10,2.68E+14,2.51E+13,53.3,3.7,88.8,6.1,"totally blended, saturated",0.1654,,,BLLac,12.84,-78.04,0.16539,Fang,12864,LC0F01-02,"SN=N:17.3,O:1.6",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
HE0241-3043,Lya,"1175, 1243",1,1219,77,12,1.74E+13,2.96E+12,23,2.9,38.3,4.8,hard to fit,0.6693,,,QSO,227.49,-65.26,0.66929,Bowen,12988,LC1070,SN=N:17.3,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0241-3043,Lya,"1251, 1381",2,1310,178,15,4.87E+13,4.91E+12,32.7,4.3,54.4,7.1,,0.6693,,,QSO,227.49,-65.26,0.66929,Bowen,12988,LC1070,SN=N:17.3,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0241-3043,Lya,"2237, 2355",4,2299,65,13,1.30E+13,2.83E+12,45.4,1.6,75.6,2.6,weak,0.6693,,,QSO,227.49,-65.26,0.66929,Bowen,12988,LC1070,SN=N:17.3,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0241-3043,Lya,"2607, 2657",1,2624,28,8,5.58E+12,1.79E+12,20.8,2.3,34.6,3.8,weak,0.6693,,,QSO,227.49,-65.26,0.66929,Bowen,12988,LC1070,SN=N:17.3,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0241-3043,Lya,"3049, 3127",1,3096,34,11,6.64E+12,2.20E+12,33.3,3,55.5,5.1,super weak,0.6693,,,QSO,227.49,-65.26,0.66929,Bowen,12988,LC1070,SN=N:17.3,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0241-3043,Lya,"4921, 5010",3,4979,53,8,1.11E+13,1.91E+12,23.3,1.9,38.7,3.1,,0.6693,,,QSO,227.49,-65.26,0.66929,Bowen,12988,LC1070,SN=N:17.3,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0241-3043,Lya,"5662, 5706",6,5681,29,7,5.97E+12,1.60E+12,13.9,2.9,23.1,4.8,super weak,0.6693,,,QSO,227.49,-65.26,0.66929,Bowen,12988,LC1070,SN=N:17.3,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0241-3043,Lya,"7108, 7186",1,7145,55,9,1.12E+13,2.08E+12,30.7,2.9,51.2,4.9,weak,0.6693,,,QSO,227.49,-65.26,0.66929,Bowen,12988,LC1070,SN=N:17.3,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0241-3043,Lya,"7434, 7544",7,7487,57,11,1.13E+13,2.37E+12,41.1,3.3,66.7,5.4,weak,0.6693,,,QSO,227.49,-65.26,0.66929,Bowen,12988,LC1070,SN=N:17.3,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0241-3043,Lya,"9836, 9922",9,9881,47,10,9.47E+12,2.07E+12,30.5,2.2,50.7,3.6,weak,0.6693,,,QSO,227.49,-65.26,0.66929,Bowen,12988,LC1070,SN=N:17.3,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
H1101-232,Lya,"1038, 1286",1,1182,635,21,2.79E+14,3.17E+13,69.5,2.6,115.8,4.2,r:Lya at 1203,0.186,,,BLLac,273.19,33.08,0.186,Green,12025,LBG804-05,"SN=N:16.4,C:12.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
H1101-232,Lya,"2058, 2142",5,2117,46,11,9.29E+12,2.29E+12,34.6,3.5,57.6,5.8,super weak,0.186,,,BLLac,273.19,33.08,0.186,Green,12025,LBG804-05,"SN=N:16.4,C:12.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
H1101-232,Lya,"3460, 3678",1,3565,563,11,2.79E+14,2.24E+13,56.1,1.8,93.5,3,in pilot paper as 3580,0.186,,,BLLac,273.19,33.08,0.186,Green,12025,LBG804-05,"SN=N:16.4,C:12.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
H1101-232,Lya,"5793, 5877",1,5835,38,9,7.58E+12,1.88E+12,29.4,3.1,49,5.2,super weak,0.186,,,BLLac,273.19,33.08,0.186,Green,12025,LBG804-05,"SN=N:16.4,C:12.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
H1101-232,Lya,"8833, 8889",6,8860,37,7,7.43E+12,1.54E+12,21.7,2,36.1,3.3,weak,0.186,,,BLLac,273.19,33.08,0.186,Green,12025,LBG804-05,"SN=N:16.4,C:12.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J2139.7+0246,Lya,"3977, 4123",1,4083,490,7,2.71E+14,2.36E+13,50.7,2.8,84.4,4.6,blended with 4181,0.26,,,QSO,58.09,-35.01,0.26,Fox,13840,LCJW03,SN=N:16.2,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
RX_J2139.7+0246,Lya,"4121, 4281",6,4181,530,7,2.96E+14,2.32E+13,54.9,3.5,91.4,5.8,blended with 4083,0.26,,,QSO,58.09,-35.01,0.26,Fox,13840,LCJW03,SN=N:16.2,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
RX_J2139.7+0246,Lya,"9163, 9271",1,9219,106,10,2.35E+13,2.57E+12,34,2.2,56.6,3.6,,0.26,,,QSO,58.09,-35.01,0.26,Fox,13840,LCJW03,SN=N:16.2,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ141542.90+163414.0,Lya,"1568, 3254",1,2318,3632,47,1.89E+15,8.57E+13,377.3,8.4,628.2,14.1,very strong,0.7435,,,QSO,8.85,67.83,0.7435,Bowen,12486,"LBP260,65",SN=N:19.0,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ141542.90+163414.0,Lya,"5321, 5387",4,5355,67,7,1.44E+13,1.77E+12,24.4,2.3,40.6,3.9,,0.7435,,,QSO,8.85,67.83,0.7435,Bowen,12486,"LBP260,65",SN=N:19.0,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ141542.90+163414.0,Lya,"9155, 9295",1,9242,140,11,3.08E+13,2.61E+12,45.3,2.9,75.5,4.8,lopsided,0.7435,,,QSO,8.85,67.83,0.7435,Bowen,12486,"LBP260,65",SN=N:19.0,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
RBS1307,Lya,"1090, 1222",2,1146,152,14,3.42E+13,3.67E+12,45.6,1.9,75.9,3.1,,0.1719,,,Sey,82.87,74.41,0.1719,Tumlinson,12248,LBHO75,"SN=N:15.5,C:10.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS1307,Lya,"1320, 1474",1,1401,219,14,5.27E+13,4.14E+12,47.2,2.7,78.6,4.4,,0.1719,,,Sey,82.87,74.41,0.1719,Tumlinson,12248,LBHO75,"SN=N:15.5,C:10.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS1307,Lya,"1528, 1612",1,1572,96,11,2.13E+13,2.72E+12,28.3,2,47.1,3.3,,0.1719,,,Sey,82.87,74.41,0.1719,Tumlinson,12248,LBHO75,"SN=N:15.5,C:10.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS1307,Lya,"3344, 3557",1,3465,435,15,1.50E+14,8.59E+12,55.4,2.3,92.2,3.8,,0.1719,,,Sey,82.87,74.41,0.1719,Tumlinson,12248,LBHO75,"SN=N:15.5,C:10.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS1307,Lya,"5624, 5702",5,5664,47,11,9.59E+12,2.47E+12,26.2,2.8,43.6,4.6,weak,0.1719,,,Sey,82.87,74.41,0.1719,Tumlinson,12248,LBHO75,"SN=N:15.5,C:10.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS1307,Lya,"6592, 6698",1,6641,52,14,1.03E+13,2.85E+12,34.8,3.9,58,6.5,weak,0.1719,,,Sey,82.87,74.41,0.1719,Tumlinson,12248,LBHO75,"SN=N:15.5,C:10.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS1307,Lya,"7968, 8140",1,8043,327,14,9.50E+13,5.99E+12,51.8,2.2,86.3,3.7,,0.1719,,,Sey,82.87,74.41,0.1719,Tumlinson,12248,LBHO75,"SN=N:15.5,C:10.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS2023,Lya,"618, 894",1,763,592,26,2.05E+14,1.60E+13,73.6,3.3,122.5,5.5,hard to fit,0.098,,,Sey,0.61,-71.62,0.098,Wakker,13444,LC8L02,SN=N:15.0,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
RBS2023,Lya,"8351, 8431",1,8391,85,10,1.89E+13,2.56E+12,31.1,3.5,51.8,5.9,,0.098,,,Sey,0.61,-71.62,0.098,Wakker,13444,LC8L02,SN=N:15.0,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
RX_J1500.5+5517,Lya,"3542, 3640",4,3598,136,11,3.22E+13,3.18E+12,32,2.9,53.3,4.8,"LLS, very hard to fit",0.4048,,,QSO,92.23,53.45,0.40481,Wakker,12276,LBI602,SN=N:17.2,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PHL1226,Lya,"1652, 1810",1,1721,323,18,9.80E+13,8.83E+12,47,2.1,78.2,3.5,,0.404,,,QSO,150.8,-54.62,0.404,Kulkarni,12536,LBRE01-02,SN=N:14.0,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
PHL1226,Lya,"4849, 4985",1,4920,162,15,3.86E+13,4.06E+12,39.2,3.4,65.4,5.7,,0.404,,,QSO,150.8,-54.62,0.404,Kulkarni,12536,LBRE01-02,SN=N:14.0,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
PHL1226,Lya,"4996, 5056",9,5037,93,10,2.33E+13,2.95E+12,21.8,3.7,36.4,6.2,"super blended, needs to be fit",0.404,,,QSO,150.8,-54.62,0.404,Kulkarni,12536,LBRE01-02,SN=N:14.0,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
PHL1226,Lya,"5056, 5290",1,5203,927,9,6.02E+14,5.45E+13,94.6,3,157.5,5.1,"super blended, needs to be fit",0.404,,,QSO,150.8,-54.62,0.404,Kulkarni,12536,LBRE01-02,SN=N:14.0,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
PHL1226,Lya,"5290, 5344",1,5316,226,4,1.64E+14,3.46E+13,23,1.3,38.3,2.1,"super blended, needs to be fit",0.404,,,QSO,150.8,-54.62,0.404,Kulkarni,12536,LBRE01-02,SN=N:14.0,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
PHL1226,Lya,"5344, 5394",8,5368,210,4,1.42E+14,2.71E+13,21.4,1.2,35.6,2,"super blended, needs to be fit",0.404,,,QSO,150.8,-54.62,0.404,Kulkarni,12536,LBRE01-02,SN=N:14.0,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
PHL1226,Lya,"5394, 5486",1,5422,342,6,1.94E+14,2.64E+13,35.4,2.4,59,4.1,"super blended, needs to be fit",0.404,,,QSO,150.8,-54.62,0.404,Kulkarni,12536,LBRE01-02,SN=N:14.0,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
LBQS1230-0015,Lya,"1027, 1165",1,1126,388,13,1.82E+14,2.09E+13,42.9,2.9,71.4,4.8,"in pilot paper, blended with 1163",0.4709,,,QSO,293.11,61.99,0.47095,"Bowen,Tumlinson","1,159,812,486","LB5N15,LBP250","SN=N:14.0,C:9.6",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
LBQS1230-0015,Lya,"1164, 1226",1,1163,100,10,2.75E+13,3.51E+12,19.7,2.7,32.8,4.5,"in pilot paper, blended with 1127",0.4709,,,QSO,293.11,61.99,0.47095,"Bowen,Tumlinson","1,159,812,486","LB5N15,LBP250","SN=N:14.0,C:9.6",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
LBQS1230-0015,Lya,"2372, 2442",1,2406,107,9,2.55E+13,2.78E+12,24.9,1.4,41.5,2.3,in pilot paper,0.4709,,,QSO,293.11,61.99,0.47095,"Bowen,Tumlinson","1,159,812,486","LB5N15,LBP250","SN=N:14.0,C:9.6",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
LBQS1230-0015,Lya,"4273, 4333",1,4308,28,9,5.48E+12,1.96E+12,24.7,3,41.2,5,"in pilot paper, super weak/dubious",0.4709,,,QSO,293.11,61.99,0.47095,"Bowen,Tumlinson","1,159,812,486","LB5N15,LBP250","SN=N:14.0,C:9.6",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
LBQS1230-0015,Lya,"4665, 4697",5,4678,15,7,2.99E+12,1.46E+12,10.5,3.2,17.5,5.3,"in pilot paper, super weak/dubious",0.4709,,,QSO,293.11,61.99,0.47095,"Bowen,Tumlinson","1,159,812,486","LB5N15,LBP250","SN=N:14.0,C:9.6",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
LBQS1230-0015,Lya,"6756, 6890",1,6828,186,13,4.71E+13,3.97E+12,37.9,2.5,63.1,4.2,in pilot paper,0.4709,,,QSO,293.11,61.99,0.47095,"Bowen,Tumlinson","1,159,812,486","LB5N15,LBP250","SN=N:14.0,C:9.6",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ130524.30+035731.0,Lya,"326, 414",7,374,210,25,6.46E+13,1.33E+13,33.7,3,56.1,5,"hard to fit, blended with Lya@425",0.5457,,,QSO,311.73,66.59,0.54566,Heckman,12603,LBS321,SN=N:13.3,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ130524.30+035731.0,Lya,"414, 582",6,425,531,22,2.04E+14,2.52E+13,67,2.4,111.5,3.9,"hard to fit, blended with Lya@374",0.5457,,,QSO,311.73,66.59,0.54566,Heckman,12603,LBS321,SN=N:13.3,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ130524.30+035731.0,Lya,"6934, 7140",1,7043,462,14,1.83E+14,1.24E+13,51.3,2.7,85.5,4.5,,0.5457,,,QSO,311.73,66.59,0.54566,Heckman,12603,LBS321,SN=N:13.3,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
MRK1179,Lya,"964, 1064",1,1023,178,41,4.81E+13,1.56E+13,33.8,4,56.3,6.7,low SN/hard to fit,0.0376,,,Sey,148.9,-29.75,0.0376,Lehner,14268,LCXV23,"SN=N:13.0,C:8.1",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
MRK1179,Lya,"1466, 1660",2,1567,230,35,5.30E+13,9.33E+12,61.4,5,102.2,8.3,,0.0376,,,Sey,148.9,-29.75,0.0376,Lehner,14268,LCXV23,"SN=N:13.0,C:8.1",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
MRK1179,Lya,"1972, 2030",1,2007,58,15,1.26E+13,3.77E+12,20,1.9,33.4,3.2,weak,0.0376,,,Sey,148.9,-29.75,0.0376,Lehner,14268,LCXV23,"SN=N:13.0,C:8.1",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
MRK1179,Lya,"2567, 2737",1,2665,137,23,2.92E+13,5.21E+12,57.2,3.3,95.2,5.4,,0.0376,,,Sey,148.9,-29.75,0.0376,Lehner,14268,LCXV23,"SN=N:13.0,C:8.1",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
MRK1179,Lya,"4570, 4732",1,4656,313,14,1.14E+14,8.22E+12,37.6,3.2,62.6,5.4,,0.0376,,,Sey,148.9,-29.75,0.0376,Lehner,14268,LCXV23,"SN=N:13.0,C:8.1",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
MRK1179,Lya,"7316, 7430",1,7387,52,11,1.03E+13,2.30E+12,42,2.3,70,3.9,,0.0376,,,Sey,148.9,-29.75,0.0376,Lehner,14268,LCXV23,"SN=N:13.0,C:8.1",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
MRK1179,Lya,"7884, 8034",1,7945,91,13,1.85E+13,2.77E+12,52.6,2.7,87.6,4.5,weak,0.0376,,,Sey,148.9,-29.75,0.0376,Lehner,14268,LCXV23,"SN=N:13.0,C:8.1",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
MRK1179,Lya,"8644, 8744",8,8670,161,7,4.63E+13,2.58E+12,26.4,3.3,43.9,5.5,blended with SII,0.0376,,,Sey,148.9,-29.75,0.0376,Lehner,14268,LCXV23,"SN=N:13.0,C:8.1",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ112224.10+031802.0,Lya,"977, 1111",2,1049,295,29,9.59E+13,1.76E+13,41.4,2.4,68.9,4.1,in pilot paper,0.4753,,,QSO,257.31,58.05,0.47528,Heckman,12603,LBS318,SN=N:12.9,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ112224.10+031802.0,Lya,"1180, 1360",1,1264,423,25,1.51E+14,2.23E+13,54.7,2.4,91.1,4,in pilot paper,0.4753,,,QSO,257.31,58.05,0.47528,Heckman,12603,LBS318,SN=N:12.9,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ112224.10+031802.0,Maybe,"6556, 6656",-99,6606,70,16,1.44E+13,3.56E+12,32.9,3.2,54.7,5.4,"not identified, looks like it's there to me",0.4753,,,QSO,257.31,58.05,0.47528,Heckman,12603,LBS318,SN=N:12.9,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ112224.10+031802.0,Lya,"8772, 8966",1,8872,432,17,1.39E+14,9.08E+12,56.3,2,93.8,3.3,"in pilot paper, blended with Lye",0.4753,,,QSO,257.31,58.05,0.47528,Heckman,12603,LBS318,SN=N:12.9,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ112224.10+031802.0,Lya,"9822, 9960",1,9890,51,17,1.01E+13,3.50E+12,48.7,3.1,81.1,5.1,"weak, in pilot paper",0.4753,,,QSO,257.31,58.05,0.47528,Heckman,12603,LBS318,SN=N:12.9,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PG1004+130,Lya,"1195, 1297",2,1253,129,16,3.19E+13,4.59E+12,27.5,3.8,45.8,6.2,,0.24,,,QSO:BAL,225.12,49.12,0.24,Veilleux,12569,LBP407,"SN=N:12.9,O:8.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1004+130,Lya,"2634, 2836",1,2759,251,16,5.82E+13,4.31E+12,64.6,2.6,107.5,4.3,hard to fit,0.24,,,QSO:BAL,225.12,49.12,0.24,Veilleux,12569,LBP407,"SN=N:12.9,O:8.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1004+130,Lya,"3016, 3160",1,3081,107,14,2.25E+13,3.20E+12,48.9,3.3,81.4,5.5,hard to fit,0.24,,,QSO:BAL,225.12,49.12,0.24,Veilleux,12569,LBP407,"SN=N:12.9,O:8.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1004+130,Lya,"3232, 3284",1,3252,33,8,6.83E+12,1.81E+12,18.6,2.5,31,4.2,hard to fit,0.24,,,QSO:BAL,225.12,49.12,0.24,Veilleux,12569,LBP407,"SN=N:12.9,O:8.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
