AGNname,galaxyName,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),vcorrGalaxy (km/s),distGalaxy (Mpc),majorAxis (kpc),minorAxis (kpc),Lstar,inclination (deg),positionAngle (deg),RC3pa (deg),azimuth (deg),RC3type,morphology,galaxyRedshift,AGNredshift,spectrumStatus,groups_dist_std (Mpc)
MS1217.0+0700,UGC07423,"('184.87875', '6.72611')","('185.4815', '6.45061')",404.9273836,1554.01,35.200001,13.05,7.7,0.1163,53,5,5,70.3,.S..9*.,Sm:            HII,0.00419,0.08,PL,"[('LGG289', '22.1144432491', '3.44045702438'), ('UZC490', '23.0327759438', '9.3330876306')]"
RBS2070,2dFGRSS357Z102,"('359.7825', '-30.6275')","('359.68042', '-30.56978')",216.5633714,8380.03,118.0286284,13.05,6.18,0.1964,61,x,x,x,x,x,0.0289,0.165,NP,[]
SDSSJ122018.43+064119.6,UGC07423,"('185.07667', '6.68861')","('185.4815', '6.45061')",287.0993987,1554.01,35.200001,13.05,7.7,0.1163,53,5,5,64.4,.S..9*.,Sm:            HII,0.00419,0.287,RT,"[('LGG289', '22.1144432491', '3.44045702438'), ('UZC490', '23.0327759438', '9.3330876306')]"
PG1216+069,UGC07423,"('184.83708', '6.64389')","('185.4815', '6.45061')",410.8542822,1554.01,35.200001,13.05,7.7,0.1163,53,5,5,78.2,.S..9*.,Sm:            HII,0.00419,0.3313,SP,"[('LGG289', '22.1144432491', '3.44045702438'), ('UZC490', '23.0327759438', '9.3330876306')]"
RX_J1002.9+3240,UGC05393,"('150.7275', '32.6775')","('150.42525', '33.13642')",221.4919037,1681.88,24.200001,13.05,7.31,0.1423,55,x,-99,x,.SBR8*.,SB(r)dm:,0.00483,0.83,RT,"[('UZC268', '23.683107892', '0.79996945316')]"
TON694,2MASXJ13023199+2826223,"('195.80417', '28.18556')","('195.6332', '28.43933')",454.6167817,6268.02,88.28196915,13.05,9.14,x,45,30,x,60.7,x,S0/a,0.019954,1.302,PL,[]
NGC4696,2MASXJ12475603-4055138,"('192.20542', '-41.31111')","('191.98337', '-40.92056')",410.6703284,3932.04,55.38091193,13.02,8.59,x,48,110,x,46.9,x,S0,0.012529,0.01,PL,[]
PG0832+251,SDSSJ083537.08+250015.0,"('128.89958', '24.99472')","('128.9045', '25.00417')",13.81738196,5379.28,75.76446817,13.02,4.3,3.6637,70,99,x,73.7,x,x,0.017379,0.331,SP,[]
RX_J1218.8+1015,NGC4207,"('184.71042', '10.26528')","('183.87708', '9.58489')",372.1680697,895.12,20,13.02,4.43,0.1846,70,120,124,69.7,.S?....,Scd            HII,0.001988,0.542,RT,[]
LBQS1211+0841,NGC4207,"('183.6275', '8.41889')","('183.87708', '9.58489')",416.0066775,895.12,20,13.02,4.43,0.1846,70,120,124,72,.S?....,Scd            HII,0.001988,0.585,RT,[]
LBQS1230-0015,SDSSJ123225.68+002725.5,"('188.26708', '0.52611')","('188.10703', '0.45711')",309.532369,7224.84,101.7582779,13,10.53,0.3755,35,104,x,37.3,x,x,0.023122,0.471,RT,[]
NGC4151,SDSSJ121017.91+393039.8,"('182.63542', '39.40583')","('182.57462', '39.51106')",189.8531397,6702.69,94.40408576,12.98,8.44,0.1962,49,80,x,75.9,x,x,0.021465,0.0033,MS,[]
PKS2005-489,NGC6861F,"('302.35583', '-48.83139')","('302.79917', '-48.27583')",306.0468028,3050.53,27.909,12.97,2.21,0.1042,80,86,86,58.3,.SB.8?/,SBdm? sp,0.010627,0.071,SP,[]
PG0838+770,NGC2591,"('131.18875', '76.88611')","('129.35638', '78.02642')",433.2577438,1421.34,20.556,12.96,3.11,0.4355,76,35,32,55,.S..6*/,Scd: sp,0.004413,0.131,SP,[]
SDSSJ101318.00+050033.0,SDSSJ101316.15+044939.5,"('153.325', '5.00917')","('153.3173', '4.82766')",438.0895479,9809.7,138.1647973,12.94,9.31,0.1185,43,103,x,79.4,x,x,0.031891,0.266,RT,[]
PG1049-005,SDSSJ105152.66+003314.7,"('162.96417', '0.855')","('162.96942', '0.55408')",432.0007423,5839.13,82.24130578,12.94,8.28,0.7763,50,163,x,16,x,x,0.018582,0.3599,PL,[]
IRAS_F14138+1237,2MASXJ14154344+1225040,"('214.05333', '12.39444')","('213.93104', '12.41789')",266.99244,8923.53,125.6835178,12.92,11.88,0.0429,23,150,x,48.9,x,x,0.02887,0.1231,DG,[]
3C351.0,MRK0892,"('256.1725', '60.74194')","('256.56603', '60.7052')",179.4013905,3725,52.46477936,12.92,6.72,0.3772,58,170,x,69.2,x,Pair,0.012064,0.3719,SP,[]
NGC4395,NGC4203,"('186.45375', '33.54667')","('183.77106', '33.19733')",492.0105107,1367.09,12.433,12.89,12.11,0.5371,20,5,10,76.1,.LX.-*.,SAB0-:;LINER   Sy3,0.003623,0.0011,DG,[]
RX_J1210.6+3157,NGC4203,"('182.65708', '31.95194')","('183.77106', '33.19733')",338.4137877,1367.09,12.433,12.89,12.11,0.5371,20,5,10,32.2,.LX.-*.,SAB0-:;LINER   Sy3,0.003623,0.389,DG,[]
SDSSJ095109.10+330745.0,NGC3021,"('147.78792', '33.12917')","('147.73812', '33.55363')",206.1316129,1767.36,27.692,12.89,7.25,0.0073,55,x,110,64.4,.SAT4*.,SA(rs)bc:,0.00514,0.645,RT,[]
SDSSJ154121.50+281706.0,IC4574,"('235.33958', '28.285')","('235.49683', '28.24033')",355.155292,9927.73,139.8272232,12.88,8.24,0.6115,50,20,x,87.9,x,S0,0.032442,0.376,RT,[]
MS0244.6-3020,2MASXJ02471996-3004539,"('41.70792', '-30.12833')","('41.83329', '-30.08158')",137.8247306,4747.22,66.86224285,12.87,10.81,0.1529,32,10,x,56.7,x,x,0.016638,0.528,NP,[]
PG1148+549,NGC3913,"('177.83542', '54.62583')","('177.66225', '55.35386')",218.0127622,1173.36,17,12.86,12.86,0.0085,0,x,-99,x,PSAT7*.,(R')SA(rs)d:,0.003182,0.969,SP,[]
PG0923+201,UGC05009,"('141.47792', '19.90111')","('141.186', '20.02922')",334.3871874,4492.21,63.27052753,12.85,10.8,0.7807,32,105,x,10,x,Scd:,0.014267,0.19,DG,[]
KISSR40,IC3247,"('185.59833', '29.44361')","('185.80829', '28.89375')",251.8944729,857.4,24.9,12.82,1.8,0.0772,82,165,x,3.4,x,Sd,0.001898,0.0262,DG,[]
RX_J1616.8+4154,KUG1614+419,"('244.20583', '41.90444')","('244.02504', '41.81656')",363.7760307,9203.68,129.6293032,12.82,10.26,x,36,165,x,71.9,x,Spiral,0.030157,0.44,DG,[]
MS1217.0+0700,NGC4339,"('184.87875', '6.72611')","('185.89562', '6.08175')",367.4556856,1586.82,17.567,12.81,11.53,0.0543,25,50,-99,72.5,.E.0...,E0             Sy2,0.0043,0.08,PL,[]
SDSSJ122018.43+064119.6,NGC4339,"('185.07667', '6.68861')","('185.89562', '6.08175')",311.266197,1586.82,17.567,12.81,11.53,0.0543,25,50,-99,76.7,.E.0...,E0             Sy2,0.0043,0.287,RT,[]
PG1216+069,NGC4339,"('184.83708', '6.64389')","('185.89562', '6.08175')",365.7103352,1586.82,17.567,12.81,11.53,0.0543,25,50,-99,68.1,.E.0...,E0             Sy2,0.0043,0.3313,SP,[]
SDSSJ091235.40+295725.0,2MASXJ09132840+2953164,"('138.1475', '29.95694')","('138.36823', '29.88805')",335.7744327,6717.72,94.61571032,12.8,7.94,1.4884,51,110,x,0.2,x,x,0.021735,0.305,DG,[]
TON1009,KUG0906+333ANED01,"('137.27542', '32.60861')","('137.33077', '33.12324')",495.4975368,3900.88,54.94195498,12.79,5.59,0.123,64,x,x,x,x,x,0.012359,0.809,RT,[]
US143,MRK0060NED01,"('195.36708', '27.85194')","('195.03821', '27.86656')",388.1028275,5423.19,76.38295592,12.78,8.69,0.0754,47,175,-99,82.1,.SB.1..,SABa,0.017132,0.243,PL,[]
PHL1444,2MASXJ02433432-0801581,"('40.71208', '-7.98722')","('40.89295', '-8.03287')",423.2268394,9314.9,131.195831,12.78,12.78,x,0,90,x,14.3,x,x,0.031901,0.378,DG,[]
RX_J1429.6+0321,UGC09305,"('217.41958', '3.35722')","('217.41855', '4.06237')",454.2752749,2620.7,36.91133566,12.77,2.43,0.0094,79,164,x,15.9,x,Sc(f),0.007889,0.253,RT,[]
HE1159-1338,NGC4094,"('180.495', '-13.91639')","('181.47483', '-14.52642')",392.8525631,1704.99,19.94,12.77,6.13,0.6548,61,60,62,62.7,.SXT6*.,SAB(rs)cd:,0.004803,0.506,SP,[]
SDSSJ112005.00+041323.0,UGC06317,"('170.02083', '4.22306')","('169.53637', '4.61611')",401.1845459,2620.74,36.91183564,12.77,7.15,0.7123,55,40,x,89.1,x,Im,0.007795,0.545,RT,[]
SDSSJ004222.29-103743.8,MCG-02-03-016,"('10.59292', '-10.62889')","('11.94808', '-9.89953')",447.4343679,1046.59,16.867,12.76,1.91,0.1078,81,x,-99,x,.SB.7P/,SBd pec sp,0.004487,0.4248,SP,[]
PG1202+281,SDSSJ120516.51+281330.2,"('181.17542', '27.90333')","('181.3188', '28.22507')",322.8791999,3799.21,53.50996897,12.75,6.25,0.0223,60,48,x,26.5,x,x,0.011711,0.1653,DG,[]
RX_J1330.8+3119,UGC08496NED02,"('202.72167', '31.32556')","('202.5724', '31.33278')",160.2412903,5104.24,71.89071302,12.75,6.63,0.1577,58,47,-99,46.2,.S?....,HII,0.016108,0.241,DG,[]
RX_J1500.5+5517,2MASXJ15004021+5529193,"('225.12833', '55.28583')","('225.16768', '55.4887')",405.1940523,8076.18,113.7490439,12.74,9.94,0.7663,38,10,x,3.7,x,x,0.026322,0.4048,SP,[]
CG963,SDSSJ130327.92+283351.1,"('195.60625', '28.85861')","('195.86634', '28.56422')",464.3121692,5071.69,71.432184,12.73,9.42,0.136,42,87,x,55.3,x,x,0.015966,0.022,DG,[]
RBS799,CGCG063-066,"('146.88792', '10.08556')","('146.70396', '9.73613')",316.5883207,3271.86,46.08247139,12.73,7.64,0.0067,53,140,x,67.4,x,x,0.01014,0.139,DG,[]
TON694,SDSSJ130327.92+283351.1,"('195.80417', '28.18556')","('195.86634', '28.56422')",476.9859149,5071.69,71.432184,12.73,9.42,0.136,42,87,x,78.8,x,x,0.015966,1.302,PL,[]
LBQS1222+0901,UGC07557,"('186.33417', '8.74722')","('186.79612', '7.26314')",455.3568591,1231.53,16.799999,12.71,11.82,0.1978,21,x,-99,x,.S..9..,Sm             HII,0.003112,0.535,RT,"[('LGG292', '17.2852113603', '2.24885645957'), ('UZC490', '23.0327759438', '9.3330876306')]"
MRK61,2MASXJ13015579+2919219,"('195.42292', '29.38111')","('195.48264', '29.32279')",141.4288619,7359.88,103.6602388,12.71,10.94,0.0349,30,105,x,33.3,x,S0,0.0236,0.0574,DG,[]
MRK205,NGC4159,"('185.43375', '75.31056')","('182.72342', '76.12586')",484.8880361,1871.12,26.3538323,12.7,3.81,0.2139,72,30,35,70.1,.S?....,Sdm            HII,0.005791,0.0708,MS,[]
SDSSJ154427.20+274324.0,SDSSJ154345.59+274411.2,"('236.11333', '27.72333')","('235.93996', '27.73644')",370.9029194,9796.5,137.978853,12.68,7.74,0.1792,52,0,x,85.1,x,x,0.032008,0.163,RT,[]
RBS2070,2dFGRSS357Z078,"('359.7825', '-30.6275')","('359.793', '-30.58767')",86.24281685,8590,120.9859152,12.67,8.8,0.2195,46,x,x,x,x,x,0.0296,0.165,NP,[]
PHL1444,2MASXJ02424874-0823563,"('40.71208', '-7.98722')","('40.70289', '-8.39907')",413.8910269,4087.16,57.56568475,12.67,11.15,0.0187,28,115,x,66.3,x,x,0.014468,0.378,DG,[]
4C10.34,SDSSJ120603.73+104118.5,"('181.48375', '10.71472')","('181.51554', '10.68849')",73.81339359,7361.56,103.6838916,12.63,11.62,0.2483,23,94,x,36,x,x,0.02356,1.088,RT,[]
NGC4486,NGC4474,"('187.70625', '12.39111')","('187.47311', '14.06859')",466.4153203,1887.92,15.787,12.62,5.55,0.4579,63,80,80,87.7,.L...P*,S0 pec:,0.005297,0.0044,PL,[]
TON694,SDSSJ130335.96+281001.0,"('195.80417', '28.18556')","('195.89985', '28.16697')",145.6252988,6859.2,96.60848774,12.62,6.18,1.9379,60,99,x,3.4,x,S0,0.021925,1.302,PL,[]
KISSR271,UGC08401,"('200.42', '28.88306')","('200.47246', '28.66858')",147.1237854,2728.47,38.42915545,12.6,9.96,0.022,37,x,x,x,x,Im?,0.008162,0.0226,DG,[]
SBS0335-052,2MASXJ03371373-0450475,"('54.42833', '-5.04806')","('54.307', '-4.8465')",302.0222065,5227.59,73.62798423,12.6,5.54,0.6491,63,60,x,89.1,x,x,0.018113,1.528,DG,[]
KUG0820+282,IC2361,"('125.97917', '28.10389')","('126.43541', '27.87457')",253.1241782,2221.26,31.28540169,12.59,4.28,0.1858,70,75,78,44.7,.S?....,S?,0.006878,0.0468,RT,[]
SBS1503+570,NGC5879,"('226.2315', '56.8223')","('227.44469', '57.00019')",192.9087462,949.11,16.117,12.59,5.54,0.5149,63,5,0,70,.SAT4*$,SA(rs)bc:?     LINER,0.002575,0.3589,SP,[]
SDSSJ150450.20+564921.0,NGC5879,"('226.20917', '56.8225')","('227.44469', '57.00019')",196.207616,949.11,16.117,12.59,5.54,0.5149,63,5,0,70.3,.SAT4*$,SA(rs)bc:?     LINER,0.002575,1.583,RT,[]
SDSSJ103304.90+211216.0,NGC3287,"('158.27042', '21.20444')","('158.69708', '21.64828')",214.1405531,1570.53,20.6,12.58,5.99,x,61,x,20,21.9,.SBS7..,SB(s)d,0.004356,0.315,RT,[]
RX_J0951.4+3542,SDSSJ095134.75+354547.7,"('147.84917', '35.71333')","('147.8948', '35.76327')",126.7949989,8295.91,116.843871,12.58,11.82,0.1628,19,169,x,47.6,x,x,0.026926,0.398,RT,[]
PG1148+549,NGC3982,"('177.83542', '54.62583')","('179.1172', '55.12524')",341.5625759,1329.78,21.973,12.58,11.07,0.1145,28,15,-99,41.1,.SXR3*.,SAB(r)b:;HII   Sy2,0.003699,0.969,SP,[]
SDSSJ093706.90+170021.0,SDSSJ093752.62+170715.8,"('144.27875', '17.00583')","('144.46925', '17.12106')",492.7007246,9300.4,130.9915137,12.57,3.81,0.1419,72,x,x,x,x,x,0.030269,0.506,NP,[]
SDSSJ113327.78+032719.1,SDSSJ113431.78+033805.3,"('173.36583', '3.45528')","('173.63247', '3.6348')",498.3671128,6315.41,88.94937119,12.57,4.9,0.0413,67,72,x,16,x,x,0.020105,0.525,RT,[]
SDSSJ105945.30+144142.0,SDSSJ105906.61+145904.0,"('164.93875', '14.695')","('164.77755', '14.98445')",495.6965718,6134.23,86.39761213,12.56,6.28,0.1297,60,149,x,2.7,x,x,0.019531,0.631,DG,[]
US143,SDSSJ130054.76+275031.3,"('195.36708', '27.85194')","('195.22821', '27.84203')",223.1522374,7369.1,103.7901103,12.51,10.01,0.1327,36,154,x,68.6,x,S0,0.023623,0.243,PL,[]
KUV12390+2909,NGC4525,"('190.37333', '28.87')","('188.46307', '30.27748')",477.8762734,1458.25,12.575,12.51,6.01,0.0292,61,75,53,55.1,.S..6*.,Scd:,0.003909,0.589,RT,[]
US136,SDSSJ130211.14+282723.8,"('195.25333', '28.32889')","('195.54643', '28.45662')",454.0453825,6419.06,90.40923515,12.51,11.26,0.1455,25,148,x,84.3,x,x,0.020459,1.36,PL,[]
KISSR1942,2MASXJ15220182+4331560,"('230.70167', '43.77333')","('230.50746', '43.53232')",435.9909025,6357.44,89.5413877,12.5,9.64,x,39,x,x,x,x,x,0.020542,0.0394,DG,[]
SDSSJ021218.32-073719.8,KUG0210-078,"('33.07625', '-7.62222')","('33.31579', '-7.66186')",267.3715834,4518.79,63.64490126,12.5,3.5,0.1885,73,130,-99,30.5,PSBT1..,(R')SB(rs)a,0.015968,0.1739,SP,[]
MRK61,SDSSJ130227.79+292915.3,"('195.42292', '29.38111')","('195.61583', '29.48759')",361.3203844,7389.55,104.0781249,12.5,10.12,x,35,149,x,88.6,x,x,0.0237,0.0574,DG,[]
SDSSJ091235.40+295725.0,SDSSJ091237.18+300246.1,"('138.1475', '29.95694')","('138.15495', '30.04615')",178.9058236,8136.9,114.6042619,12.49,10.62,x,31,97,x,87.1,x,x,0.026472,0.305,DG,[]
US2816,SDSSJ114227.14+301552.6,"('175.55125', '30.27028')","('175.6131', '30.26463')",134.9070019,10216.6,143.8957089,12.49,10.5,1.5296,32,43,x,53,x,Extended Src [SDSS],0.033141,0.479,RT,[]
US136,SDSSJ130019.88+282621.2,"('195.25333', '28.32889')","('195.08283', '28.43922')",338.8818344,7403.39,104.2730731,12.49,7,0.0137,55,180,x,53.7,x,x,0.023741,1.36,PL,[]
SDSSJ154427.20+274324.0,IC4582,"('236.11333', '27.72333')","('236.41436', '28.08866')",260.36614,2343.69,33.00973985,12.48,2.88,0.0774,76,x,x,x,x,S?,0.007155,0.163,RT,[]
RX_J1544.5+2827,IC4582,"('236.12708', '28.46556')","('236.41436', '28.08866')",261.5275678,2343.69,33.00973985,12.48,2.88,0.0774,76,x,x,x,x,S?,0.007155,0.234,PL,[]
3C273.0,SDSSJ122830.42+020630.6,"('187.27792', '2.05222')","('187.12675', '2.1085')",401.98895,10143.66,142.8684023,12.47,10.81,2.3992,29,x,x,x,x,x,0.032853,0.1583,SP,[]
SBS0335-052,FGC0438,"('54.42833', '-5.04806')","('54.71033', '-4.79292')",375.4289027,4024.15,56.67819113,12.42,3.48,x,73,65,x,17.2,x,Scd,0.014093,1.528,DG,[]
US143,SDSSJ130119.99+275739.7,"('195.36708', '27.85194')","('195.33331', '27.96103')",227.3606953,8177.87,115.1812673,12.4,10.54,1.4962,31,132,x,32.7,x,x,0.026321,0.243,PL,[]
TON1187,SDSSJ101420.80+355236.4,"('153.26292', '35.85611')","('153.58667', '35.87679')",300.0902636,4638.6,65.33241201,12.37,3.22,x,74,156,x,70.5,x,x,0.01468,0.07,SP,[]
MS1217.0+0700,NGC4269,"('184.87875', '6.72611')","('184.95496', '6.01497')",416.9434799,2371.67,33.40376932,12.37,11.14,0.4624,25,135,137,38.9,.L..+..,S0+,0.006918,0.08,PL,[]
SDSSJ122018.43+064119.6,NGC4269,"('185.07667', '6.68861')","('184.95496', '6.01497')",399.0173731,2371.67,33.40376932,12.37,11.14,0.4624,25,135,137,55.2,.L..+..,S0+,0.006918,0.287,RT,[]
PG1216+069,NGC4269,"('184.83708', '6.64389')","('184.95496', '6.01497')",372.9719951,2371.67,33.40376932,12.37,11.14,0.4624,25,135,137,34.5,.L..+..,S0+,0.006918,0.3313,SP,[]
NGC7552,NGC7632,"('349.045', '-42.58472')","('350.50375', '-42.4805')",363.7859559,1278.66,19.299999,12.35,6.18,0.383,60,x,92,7.5,PLBS0*.,(RL)SB(1:)0^+  HII,0.005107,0.0053,SP,[]
US143,SDSSJ130042.56+280658.6,"('195.36708', '27.85194')","('195.17735', '28.1163')",499.5379022,6492.77,91.44740389,12.35,9.39,0.8586,40,113,x,34.6,x,Sm,0.0207,0.243,PL,[]
US136,SDSSJ130042.56+280658.6,"('195.25333', '28.32889')","('195.17735', '28.1163')",355.7328417,6492.77,91.44740389,12.35,9.39,0.8586,40,113,x,84.5,x,Sm,0.0207,1.36,PL,[]
NGC4151,NGC4145A,"('182.63542', '39.40583')","('182.72726', '39.75737')",143.3234731,1435.16,22.9,12.34,3.09,0.0837,75,75,75,63.6,.S..8*.,Spiral,0.003896,0.0033,MS,[]
SDSSJ091235.40+295725.0,SDSSJ091145.92+300223.4,"('138.1475', '29.95694')","('137.94133', '30.03983')",398.5557055,8236.2,116.0027817,12.33,6.41,0.201,58,32,x,82.9,x,x,0.026805,0.305,DG,[]
RX_J1210.6+3157,SDSSJ121059.72+315912.2,"('182.65708', '31.95194')","('182.74884', '31.98674')",145.5909875,6945.95,97.83027882,12.32,6.9,0.0038,55,28,x,37.9,x,x,0.022224,0.389,DG,[]
CSO176,SDSSJ125205.06+291717.1,"('193.10375', '29.2225')","('193.02112', '29.28809')",162.8066826,6795.35,95.70917071,12.32,10.47,0.1182,31,30,x,77.7,x,x,0.021713,0.82,PL,[]
HS1700+6416,SDSSJ170122.39+635741.1,"('255.2525', '64.2025')","('255.34333', '63.96144')",470.6724403,7837.25,110.3837418,12.31,8.74,x,44,146,x,24.7,x,x,0.025785,2.7357,PL,[]
RX_J1356.4+2515,2MASXJ13554672+2522270,"('209.10667', '25.25639')","('208.94463', '25.37415')",404.0477091,8745.44,123.1752017,12.3,11.56,x,20,120,x,8.8,x,x,0.02826,0.165,DG,[]
CSO395,SDSSJ121052.69+364121.6,"('182.81083', '36.96083')","('182.71958', '36.68935')",499.5867092,7228.99,101.8167776,12.29,9.47,0.1546,39,148,x,47,x,x,0.023198,0.169,DG,[]
HE1340-0038,SDSSJ134205.01+004305.6,"('205.715', '0.89583')","('205.52087', '0.71822')",458.6042457,7090.71,99.86919164,12.29,7.86,0.0865,50,180,x,47.5,x,x,0.022725,0.326,NP,[]
LBQS1222+1235,NGC4351,"('186.30375', '12.31')","('186.00626', '12.20478')",99.28519618,2598.95,18.4,12.28,6.14,0.3312,60,85,80,14.9,.SBT2P*,SB(rs)ab pec:  HII,0.007667,0.415,RT,[]
HE1228+0131,SDSSJ123136.64+012054.2,"('187.70833', '1.25583')","('187.90271', '1.3484')",387.0525122,7314.83,103.0258123,12.27,7.61,0.1135,51,83,x,18.5,x,x,0.023418,0.117,SP,[]
IRAS11598-0112,2MASXJ12024606-0147325,"('180.61167', '-1.4875')","('180.69205', '-1.79241')",476.659202,6149.5,86.61262198,12.26,6.01,0.1527,60,75,x,89.8,x,Sc(f),0.019551,0.15,DG,[]
RX_J1342.1+0505,2MASXJ13411222+0503154,"('205.5275', '5.08972')","('205.30107', '5.05433')",411.3207542,7329.09,103.2265974,12.26,8.09,0.183,48,70,x,11.1,x,x,0.023505,0.266,DG,[]
RBS1089,SDSSJ121810.80+081919.7,"('184.31708', '8.16139')","('184.545', '8.32214')",314.0800244,4612.81,64.9691301,12.24,8.32,0.1167,47,133,x,78.5,x,x,0.01439,0.343,RT,[]
SDSSJ151507.40+065708.0,SDSSJ151410.95+064449.0,"('228.78083', '6.95222')","('228.54564', '6.74697')",434.737597,5688.48,80.11937243,12.23,4.77,16.1522,67,97,x,48.3,x,Extended Src [SDSS],0.018227,0.268,RT,[]
SBS1503+570,NGC5866B,"('226.2315', '56.8223')","('228.03012', '55.78508')",444.6004577,1020.14,17.700001,12.21,8.67,0.0582,44,20,20,63.5,.SXT8*.,SAB(rs)dm:,0.002805,0.3589,SP,[]
SDSSJ150450.20+564921.0,NGC5866B,"('226.20917', '56.8225')","('228.03012', '55.78508')",447.3052735,1020.14,17.700001,12.21,8.67,0.0582,44,20,20,63.8,.SXT8*.,SAB(rs)dm:,0.002805,1.583,RT,[]
IRAS16087+4308,2MASXJ16100771+4301524,"('242.585', '43.00972')","('242.5322', '43.03126')",85.17407229,7838.11,110.3959427,12.2,10.25,0.9548,32,135,x,15.8,x,Sbrst,0.02559,0.0252,DG,[]
CSO1124,SDSSJ110314.14+414251.7,"('165.80417', '41.69833')","('165.80896', '41.71438')",36.82612009,9110.48,128.3165911,12.2,10.86,0.4314,27,157,x,35.6,x,x,0.029559,0.402,DG,[]
FBQSJ1431+2442,SDSSJ143002.43+245305.6,"('217.8575', '24.70556')","('217.51016', '24.88491')",434.6538671,4874.26,68.65155237,12.2,10.49,0.0353,30,175,x,55.4,x,x,0.015404,0.408,PL,[]
HE1228+0131,SDSSJ123141.38+011821.5,"('187.70833', '1.25583')","('187.92245', '1.30599')",395.6691959,7320.79,103.1096622,12.17,9.01,29.6624,42,162,x,85.2,x,x,0.02344,0.117,SP,[]
PG1309+355,UGC08303,"('198.07375', '35.25556')","('198.32333', '36.2175')",348.2928428,1214.8,20.299999,12.13,10.31,0.212,31,x,-99,x,.IXS9..,IAB(s)m,0.003149,0.184,DG,"[('LGG334', '16.4775910765', '2.54772360396'), ('UZC518', '16.981389445', '1.55418984561')]"
SDSSJ103304.90+211216.0,NGC3344,"('158.27042', '21.20444')","('160.87979', '24.92222')",471.13052,846.82,6.0999999,12.13,11.88,0.0137,11,150,-99,63.2,RSXR4..,(R)SAB(r)bc    HII,0.001935,0.315,RT,[]
SDSSJ105958.90+251709.0,NGC3344,"('164.99542', '25.28583')","('160.87979', '24.92222')",398.6484156,846.82,6.0999999,12.13,11.88,0.0137,11,150,-99,65.6,RSXR4..,(R)SAB(r)bc    HII,0.001935,0.662,DG,[]
US143,2MASXJ13011362+2754512,"('195.36708', '27.85194')","('195.30678', '27.91427')",123.7618482,6138.95,86.46408285,12.11,11.39,0.2165,19,105,-99,34.5,.......,E,0.01952,0.243,PL,[]
SBS0924+606B,SBS0926+606,"('142.15833', '60.4225')","('142.53769', '60.46817')",202.8243754,4283.66,60.33328641,12.11,4.36,0.0677,68,102,x,25.7,x,Sb(f);BlueCG   HII,0.01375,0.295,DG,[]
US136,2MASXJ13014420+2812517,"('195.25333', '28.32889')","('195.43407', '28.21437')",389.8974117,8088.46,113.922003,12.1,7.74,0.1453,50,110,x,15.7,x,S0,0.026025,1.36,PL,[]
US143,SDSSJ130111.22+274433.0,"('195.36708', '27.85194')","('195.29676', '27.74252')",237.3192657,7670.18,108.0307497,12.09,9.67,4.9648,36,109,x,79.4,x,dE3,0.024627,0.243,PL,[]
FBS1324+448,SDSSJ132701.62+444027.1,"('201.76708', '44.58444')","('201.75679', '44.67422')",186.3579466,8416.07,118.5362079,12.07,10.87,x,25,155,x,20.3,x,x,0.027246,0.331,DG,[]
SDSSJ154459.66+115017.5,UGC10014,"('236.24833', '11.83806')","('236.43319', '12.51058')",362.1895463,1320.36,29.8,12.06,11.45,0.2359,18,x,x,x,x,Im,0.003739,0.243546,NP,[]
IRAS11598-0112,UGC07053,"('180.61167', '-1.4875')","('181.08442', '-1.53028')",214.5014301,1762.05,25.9,12.05,9.79,0.0039,35,x,x,x,x,IAB(s)m,0.004913,0.15,DG,[]
SDSSJ151237.15+012846.0,2MASXJ15122339+0138241,"('228.155', '1.47944')","('228.0974', '1.63999')",368.2292816,8782.45,123.6964204,12.05,12.05,0.0851,0,90,x,70.3,x,x,0.028555,0.265,RT,[]
TON694,2MASXJ13032152+2818324,"('195.80417', '28.18556')","('195.83981', '28.30904')",181.8128808,5805.05,81.76131289,12.05,9.64,x,36,90,x,75.7,x,E/S0,0.018409,1.302,PL,[]
PG1211+143,IC3049,"('183.57375', '14.05361')","('183.39042', '14.48028')",311.3499256,2740.39,38.59710472,12.03,7.46,0.5547,51,x,-99,x,.I?....,ImIII-IV,0.008142,0.0804,SP,[]
US143,SDSSJ130137.32+280056.7,"('195.36708', '27.85194')","('195.40553', '28.01577')",307.0624422,7465.75,105.1513861,12.03,8.78,2.384,43,119,x,72.7,x,x,0.023947,0.243,PL,[]
SDSSJ135726.27+043541.4,NGC5348,"('209.35917', '4.59472')","('208.54694', '5.22744')",329.4921775,1727.54,18.378,12.03,4.33,0.148,68,5,177,57,.SB.4*/,SBbc: sp,0.00484,1.234,DG,[]
MRK421,SDSSJ110409.96+381203.6,"('166.11333', '38.20889')","('166.04154', '38.20101')",130.9672588,9353.4,131.7380916,12.02,10.34,0.1362,30,78,x,4,x,x,0.030343,0.03,SP,[]
RX_J1210.6+3157,SDSSJ121035.01+314337.0,"('182.65708', '31.95194')","('182.64587', '31.72694')",395.7277007,7148.36,100.6810898,12.01,9.37,x,38,x,x,x,x,x,0.0229,0.389,DG,[]
4C10.34,SDSSJ120505.64+104035.4,"('181.48375', '10.71472')","('181.27355', '10.67651')",375.4119353,7270.44,102.4005609,12.01,9.25,0.4428,39,77,x,2.5,x,x,0.023255,1.088,RT,[]
